IRN,ZF/PF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,Observations Marina,Buckley Slide/SL,Museum no.,Vessel,Station no.,Collection date,Residue OBD IRN,Collection info,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),tow,Sample depth MIN (cm),Sample depth MAX (cm),Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5466211,7211,,various,,various,,,,,7,,608,,RNZFA Tui,N.Z.1.0.B.74 ; O31,09/09/58,17273,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5466212,7212,,various,,various,,,,,12,,1145,"1962,215(21)",HMS Dampier,105,09/11/61,15857,Dredge,-4,76.81,42,252,,,,4,51,0,N,118,35,6,E,4.85,118.585,Darvel Bay / Pacific Ocean
5466213,7213,,various,,various,,,,,37,,1624,"1971,O87",,Core 68,,,,-1500,1498,819,,,Top Section ,0,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466214,7214,,various,,various,,,,,38,,1632,"1971,O87",,Core 68,,,,-1500,1498,819,,,40,40,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466215,7215,,various,,various,,,,,43,some benthic ones,1633,"1971,O87",,Core 68,,,,-1500,1498,819,,,80,80,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466216,7216,,various,,various,,,,,41,,1641,"1971,O87",,Core 68,,,,-1500,1498,819,,,160,160,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466217,7217,,various,,various,,,,,30,,1654,"1971,O87",,Core 68,,,,-1500,1498,819,,,240,240,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466218,7218,,various,,various,,,,,19,,1660,"1971,O87",,Core 68,,,,-1500,1498,819,,,340,340,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466219,7219,,various,,various,,,,,42,,1666,"1971,O87",,Core 68,,,,-1500,1498,819,,,400,400,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466220,7220,,various,,various,,,,,36,,1669,"1971,O87",,Core 68,,,,-1500,1498,819,,,420,420,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466221,7221,,various,,various,,,,,21,,1672,"1971,O87",,Core 68,,,,-1500,1498,819,,,440,440,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466222,7222,,various,,various,,,,,32,,1676,"1971,O87",,Core 68,,,,-1500,1498,819,,,520,520,35,41,0,N,4,5,0,W,35.68333,-4.08333,Mediterranean sea
5466223,7223,,various,,various,,,,,40,,1677,"1970,O18",RV Vema,05-Nov,13/11/54,18676,Piston core,-3141,2347,1283,,,0,4,32,9,0,N,64,49,0,W,32.15,-64.81667,Bermuda/Atlantic
5466224,7224,,various,,various,,7.2.72,,,157,,1679,"1962,214(18)",HMS Owen,75,05/02/61,15795,Dietz LaFond grab,-801,446,244,,,,,39,42,30,S,6,3,0,W,-39.70833,-6.05,Atlantic ocean
5466225,7225,,various,,various,,,,,8,,1681,,Discovery N.I.O.,7479 #1, 07/11/1970,,night,,990-1020,,,,tow,tow,,,,,,,,,,,
5466226,7226,,various,,various,,,,,13,,1680,,Discovery N.I.O.,7477 #2,,,night,,240-250,,,,tow,tow,,,,,,,,,,,
5466227,7227,,various,,various,,,,,57,,919,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,-4123,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5466228,7228,,various,,various,,Wv(?)12/834 Glauconite,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
5466229,7229,,various,,various,,11/833 summerhays(?) forams with glauconite misfallings(?),,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
5466230,7230,,Globigerina ,cf,subcretacea,,,,,5,,607,,RNZFA Tui,N.Z.1.0.B.74,09/09/58,17273,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5466231,7231,,various,,various,,,,,2,,,M.7632,HMS Serpent ?,,30/01/1868,37299,,-3261,3456,1890,,,,,18,38,0,N,69,10,0,E,18.63333,69.16667,Indian ocean
5466232,7232,,various,,various,,Sent to Canbs(?) Stereoscan (?) 1966,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
5604364,7770,,Globorotalia,,truncatulinoides,,Temperate; d'Orbigny,,,17,a bit deformed/rounded,,"1,963,898",,,,16621,,-821,823,450,,,,,30,54,0,N,78,41,0,W,30.9,-78.683,Atlantic ocean near coast
5604365,7771,1,Globigerina,,pachyderma,,left coiling,,,20,,,"1954,41(12)",HMS Challenger (Challenger II),,10/09/53,12776,,-1306,1309,716,,,,,56,41,0,N,18,46,30,W,56.683,-18.775,Atlantic ocean near Arctic
,7771,2,Globigerina,,pachyderma,,right coiling,,,15,,,M.1291,CS Britannia,149,10/06/1899,31945,,-2731,2710,1482,,,,,39,12,30,N,70,14,30,W,39.208,-70.242,Atlantic ocean
5604366,7772,,Globorotalia,,inflata,,Temperate; d'Orbigny,,,21,,,M.1291,CS Britannia,149,10/06/1899,31945,,-2731,2710,1482,,,,,39,12,30,N,70,14,30,W,39.208,-70.242,Atlantic ocean
5604367,7773,,Globorotalia,,inflata,,Temperate; d'Orbigny,,,22,,,M.1291,CS Britannia,149,10/06/1899,31945,,-2731,2710,1482,,,,,39,12,30,N,70,14,30,W,39.208,-70.242,Atlantic ocean
5604368,7774,,Globorotalia,,inflata,,Temperate; d'Orbigny,,,23,,,M.1291,CS Britannia,149,10/06/1899,31945,,-2731,2710,1482,,,,,39,12,30,N,70,14,30,W,39.208,-70.242,Atlantic ocean
5604369,7775,,Globorotalia,,truncatulinoides,,Temperate; d'Orbigny,,,14,a bit deformed/rounded,,"1,963,898",,,,16621,,-821,823,450,,,,,30,54,0,N,78,41,0,W,30.9,-78.683,Atlantic ocean near coast
5604370,7776,,Globorotalia,,truncatulinoides,,Temperate; d'Orbigny,,,16,a bit deformed/rounded,,"1,963,898",,,,16621,,-821,823,450,,,,,30,54,0,N,78,41,0,W,30.9,-78.683,Atlantic ocean near coast
5604371,7777,,Globogerinoides,,ruber,,Tropical; d'Orbigny,,,30,,,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5604372,7778,,Globogerinoides,,ruber,,Tropical; d'Orbigny,,,29,,,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5604373,7779,,Globogerinoides,,ruber,,Tropical; d'Orbigny,,,30,,,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5604374,7780,,Globigerina,,bulloides,,Temperate; d'Orbigny,,,20,Slide: 60 30 N; 16 11 W,,D43.29,Rosemary,,,31428,,-2419,2538,1388,,,,,60,29,7,N,16,10,8,W,60.48528,-16.16889,Atlantic ocean
5604375,7781,,Globigerina,,bulloides,,Temperate; d'Orbigny,,,20,Slide: 60 30 N; 16 11 W ; missing ssp,,D43.29,Rosemary,,,31428,,-2419,2538,1388,,,,,60,29,7,N,16,10,8,W,60.48528,-16.16889,Atlantic ocean
5604376,7782,,Globigerinoides,,sacculifera,,Tropical; Brady ,,,25,"Slide: 02/11/1905, Lat 2 41 1 S",,M.7488,HMS Sealark,186,12/11/05,37149,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5604377,7783,,Globorotalia,,menardii,,Tropical; d'Orbigny,,,14,,,M.3434,CS Buccaneer,407,09/03/1886,34297,,-3226,3374,1845,,,,,0,1,36,S,15,56,30,W,-0.027,-15.942,Atlantic ocean
5604378,7784,,Globorotalia,,menardii,,Tropical; d'Orbigny,,,19,,,M.3434,CS Buccaneer,407,09/03/1886,34297,,-3226,3374,1845,,,,,0,1,36,S,15,56,30,W,-0.027,-15.942,Atlantic ocean
5604379,7785,,Globorotalia,,menardii,,Tropical; d'Orbigny,,,22,,,M.3434,CS Buccaneer,407,09/03/1886,34297,,-3226,3374,1845,,,,,0,1,36,S,15,56,30,W,-0.027,-15.942,Atlantic ocean
5604380,7786,,various,,various,,ft ; recent,,,70,Did not find IRN,,,HMS Dampier,1,,,,,,,,,,,,,,,,,,,,,"Darvel Bay, Sabah"
5604381,7787,,various,,various,,ft,,,18,Did not find IRN,,,HMS Dampier,2,,,,,,,,,,,,,,,,,,,,,"Darvel Bay, Sabah"
5604382,7788,,various,,various,,ft,,,11,Did not find IRN,,,HMS Dampier,3,,,,,,,,,,,,,,,,,,,,,"Darvel Bay, Sabah"
5604383,7789,,various,,various,,ft,,,6,Did not find IRN,,,HMS Dampier,4,,,,,,,,,,,,,,,,,,,,,"Darvel Bay, Sabah"
5604384,7790,,various,,various,,ft,,,24,Did not find IRN,,,HMS Dampier,5,,,,,,,,,,,,,,,,,,,,,"Darvel Bay, Sabah"
5604385,7791,,various,,various,,ft,,,3,Did not find IRN,,,HMS Dampier,6,,,,,,,,,,,,,,,,,,,,,"Darvel Bay, Sabah"
5604386,7792,,various,,various,,ft,,,26,Did not find IRN,,,HMS Dampier,7,,,,,,,,,,,,,,,,,,,,,"Darvel Bay, Sabah"
5604387,7793,,Globorotalia,,truncatulinoides,,Pche de Jour ; Plancton,,,20,,,,,,15/12/69,,,,200,,,,,,,,,,,,,,,,
5604388,7794,,Globorotalia,,truncatulinoides,,Plancton Jour,,,23,,,,,,06/04/71,,,,50,,,,,,,,,,,,,,,,
5604389,7795,,Globigerina,,eggeri,,,,,4,,122,M.408,HMS Challenger,338,21/03/1876,34991,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5604390,7796,,Globigerinita,,uvula,,,,,6,"(slide is in drawer 35 blue - next to the ZF 6828 slide, which is the only other G. uvula)",1050,"1967,O375",Eltanin,,May-64,30494,Oblique tow,-4535,0-200,,,1,tow,tow,60,14,0,S,94,49,0,W,-60.233,-94.817,Atlantic ocean
5561943,71289,,Globorotalia,,menardii,multicamerata,Topotypes ; Cuchman & Jarvis ; Refer to Hourn. Pal. V.4 1930,Miocene,,5,,,"1,963,612",,,,16480,"1/2 mile E of Buff Bay, Jamaica",,,,,,,,18,14,0,N,76,36,0,W,18.233,-76.6,Atlantic Ocean near Jamaica
5561944,71290,,Globorotalia,,menardii,multicamerata + flex.,,Miocene (Gunz),,64,Sample depth: 555-558?,821,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,,3795,2075,,,55,58,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5561945,71291,,Globorotalia,,menardii,miocenica,,Pleistocene Gunz,,3,,850,"1965,O41",RV Vema ,V 16-23,12/11/59,17382,,,4886,2672,,,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
5561946,71292,,Globorotalia,,menardii,multicamerata,,Pliocene,,36,,842,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,,3795,2075,,,405,408,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5561947,71293,,Globorotalia,,menardii,miocenica,,Pliocene,,21,,841,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,,3795,2075,,,405,408,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5561948,71294,,Globorotalia,,menardii,multicamerata,,Pliocene,,39,,907,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,,3000,1640,,,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5561949,71295,,Globorotalia,,"menardii, tumida, miocenica",,,Zone N19,,19,,1270,"1968,O381",RV Spencer F. Baird,CAP 38 BP,02/02/53,18530,,,3400,1859,,,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561950,71296,,Globorotalia,,menardii,multicamerata,,Pliocene,,59,,920,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5561951,71297,,Globorotalia,,menardii,miocenica,,,,1,"Residual IRN related to 1965,O40 (and not 1965,O206)",970,"1965,O206",RV Vema,V 16-21,09/11/59,17371,,,3795,2075,,,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5561952,71298,,Globorotalia,,menardii,multicamerata,,,,24,,1008,"1965,O208",RV Argo,A 185-7,,17163,,,2470,1351,,,421,422,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5561953,71299,,various,,,,,U. Miocene,,125,,1128,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5561954,71300,,Globorotalia,,multicamerata,,,Zone N18 base,,8,,1253,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561955,71301,,Globorotalia,,multicamerata,,,Lower N19,,11,,1458,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561956,71302,,Globorotalia,,"menardii, miocenica, multicamerata",,,Zone N18,,5,Did not find IRN,1263,"1968,O382",RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,3400,1859,,,626,629,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561957,71303,,Globorotalia,,multicamerata,,,N19 top ,,12,,1569,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561958,71304,,Globorotalia,,"menardii, tumida, flexuosa, multicamerata",,,N21,,32,,1596,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561959,71305,,Globorotalia,,menardii,miocenica,,Pliocene,,22,,903,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,,3000,1640,,,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5561960,71306,,various,,,,Tertiary foraminifera various - see list for core localities,Tertiary,,223,,,,,,,,,,,,,,,,,,,,,,,,,,
5561961,71307,,Globorotalia,,menardii,flexuosa,Lamount core,,,57,,,"1968,O416",RV Vema,V 9-28,05/04/56,18564,320 cm (sea or sample depth??),,,,,,,,2,54,0,N,33,9,30,W,2.9,-33.158,Atlantic ocean
5561962,71308,,Globorotalia,,menardii e flexuosa,,,,,27,"Residual IRN related to 1965,O40 (and not 1965,O206)",966,"1965,O206",RV Vema,V 16-21,09/11/59,17371,,,3795,2075,,,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5561963,71309,,Globorotalia,,menardii,flexuosa,Lamount core,,,32,Did not find IRN,,,,A 185-72,,,300 cm (sea or sample depth??),,,,,,,,,,,,,,,,,,
5561964,71310,,Globorotalia,,anfracta,,,Zone N19,,1,,1613,"1968,O396", RV Horizon, LSDH 78 P,13/01/63,18544,,,3208,1754,,,465,468,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5561965,71311,,Globorotalia,,anfracta?,,,N19 top ,,1,,1568,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561966,71312,,Globorotalia,,"inflata, tosaensis, crassaformis",,,,,99,,1190,"1968,O239",RV Argo,Dodo 57P,19/06/64,18480,,,3653,1997,,,33,36,15,40,0,S,112,44,0,E,-15.66667,112.73333,Indian ocean
5561967,71313,,Globorotalia,,"tosaensis, truncatulinoides",,,Quaternary,,67,,1604,"1968,O376",RV Spencer F. Baird,CAP 38 BP,02/02/53,18525,,,3400,1859,,,381,384,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561968,71314,,Globorotalia,,tosaensis,,Takayanagi & Saito,,,3,sea depth 3660 m,,"1968,O289",RV Argo,Dodo 57P,19/06/64,18524,,,3653,1997,,,20,22,15,40,0,S,112,44,0,E,-15.66667,112.73333,Indian ocean
5561969,71315,,Globorotalia,,tosaensis,,Ideotype; Takayanagi & Saito,Pliocene,,6,,,"1968,O414",RV Vema,V20-163,05/09/64,18562,From core 648 cm long,,2706,1480,,,101,104,17,12,0,S,88,41,0,E,-17.2,88.683,Indian ocean
5561970,71316,,Globorotalia,,"inflata, tosaensis, crassaformis",,,,,51,sea depth on slide 3745 m,1191,"1968,O246",RV Argo,Dodo 141G,19/09/64,18487,,,3600,1969,,,103,106,24,42,0,S,73,5,0,E,-24.7,73.083,Indian ocean
5561971,71317,,various,,,,see list,Pliocene,,75,,908,"1965,O38",RV Vema,V 12-5,26/12/56,17348,,,3000,1640,,,625,628,21,12,0,N,45,21,0,W,21.2,-45.35,Atlantic ocean
5561972,71318,,Globorotalia,,tosaensis,,,Zone N19,,2,,1612,"1968,O394",RV Horizon,LSDH 78 P,13/01/63,18542,,,3208,1754,,,103,105,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5561973,71319,,Globorotalia,,tosaensis,,crassaformis?,Zone N21,,12,,1198,"1968,O246",RV Argo,Dodo 141G,19/09/64,18487,,,3600,1969,,,103,106,24,42,0,S,73,5,0,E,-24.7,73.083,Indian ocean
5561974,71320,,Globigerina,,nepenthes,,Todd; Topotypes; togpochau ls donni ss. member saipan,Miocene,,13,,,"1965,O247",,Locality S 621,,17204,,,,,,,land,land,15,13,0,N,145,46,0,E,15.217,145.767,Saipan Island limestone
5561975,71321,,Globigerina,,nepenthes,,,,,9,,1007,"1965,O208",RV Argo,A 185-7,,17163,,,2470,1351,,,421,422,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5561976,71322,,Globigerina,,nepenthes,,(Todd),U. Miocene,,15,,1119,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5561977,71323,,Globigerina,,nepenthes,,Todd,,+250 mu,13,,1031,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,,3795,2075,,,405,408,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5561978,71324,,Globigerina,,nepenthes,,,Zone N18 base,,4,,1252,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561979,71325,,Globigerina,,"nepenthes, glutinata, cf tenellus",,,Pliocene,,37,,926,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5561980,71326,,Globigerina,,nepenthes,,Without final chamber,U. Miocene,,8,,1125,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5561981,71327,,Globigerina,,"nepenthes, apertura, obliquus, hexagona, bollii?",,,,,18,Did not find IRN,1265,"1968,O382",RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,3400,1859,,,626,629,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561982,71328,,Globigerina,,decoraperta,,,Zone N18 base,,12,,1256,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561983,71329,,Globigerina,,decoraperta,,,,,11,,1605,"1968,O396", RV Horizon, LSDH 78 P,13/01/63,18544,,,3208,1754,,,465,468,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5561984,71330,,Globoquadrina,,dehiscens,,,,,10,,1249,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,789,791,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561985,71331,,Globoquadrina,,dehiscens,,,Quaternary - N19,,1,,1608,"1968,O392",RV Horizon, LSDH 78 P,13/01/63,18540,,,3208,1754,,,68,70,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5561986,71332,,Globoquadrina,,acostaensis,,,Zone N18 base,,3,,1248,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,,,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561987,71333,,Globoquadrina,,acostaensis,,,Zone N18,,2,Did not find IRN,1264,"1968,O382",RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,3400,1859,,,626,629,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561988,71334,,Globoquadrina,,acostaensis,,,Zone N16,,1,,1616,"1968,O389",RV Spencer F. Baird,PROA 88 P,05/07/62,18537,,,,,,,203,206,2,56,0,N,167,14,0,E,2.933,167.233,Pacific ocean
5561989,71335,,Globoquadrina,,humerosa,,,U. Miocene,,37,,1139,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5561990,71336,,Globoquadrina,,humerosa,,,Zone N20,,29,Slide: Long 6 4  E,1183,"1968,O243",RV Argo,Dodo 117 P,18/06/64,18484,Piston core,-3407,3398,1858,,,251,254,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5561991,71337,,Globoquadrina,,humerosa,,,Zone N19,,6,,1275,"1968,O381",RV Spencer F. Baird,CAP 38 BP,02/02/53,18530,,,3400,1859,,,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561992,71338,,Globoquadrina,,humerosa,,,Lower N19,,4,,1468,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561993,71339,,Globoquadrina,,pseudofoliata,,,Zone N19,,4,,1278,"1968,O381",RV Spencer F. Baird,CAP 38 BP,02/02/53,18530,,,3400,1859,,,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561994,71340,,Globoquadrina,,pseudofoliata,,,Zone N20,,8,Slide: Long 6 4  E,1182,"1968,O243",RV Argo,Dodo 117 P,18/06/64,18484,Piston core,-3407,3398,1858,,,251,254,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5561995,71341,,Globoquadrina,,pseudofoliata,,,Quaternary - N19,,10,,1607,"1968,O392",RV Horizon,LSDH 78 P,13/01/63,18540,,,3208,1754,,,68,70,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5561996,71342,,Globoquadrina,,pseudofoliata,,,N19 top ,,3,,1572,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561997,71343,,Globoquadrina,,pseudofoliata,,,N21,,12,,1593,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561998,71344,,Globoquadrina,,pseudofoliata,,,Lower N19,,5,,1464,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5561999,71345,,Globoquadrina,,pseudofoliata,,,Zone N19,,7,,1609,"1968,O393",RV Horizon,LSDH 78 P,13/01/63,18541,,,3208,1754,,,89,91,4,31,0,S,168,2,0,E,-4.517,168.033,Pacific ocean
5562000,71346,,Globoquadrina,,venezuelana,,see note,,,10,,,M.7487,HMS Sealark,181,09/11/05,37148,,,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5562001,71347,,Globoquadrina,,venezuelana,,,U. Miocene,,22,,1121,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5562002,71348,,Globoquadrina,,venezuelana,,,Zone N18 base,,15,,1242,"1968,O384",RV Spencer F. Baird,CAP 38 BP,02/02/53,18532,,,3400,1859,,,,,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562003,71349,,Globoquadrina,,venezuelana,,,Pliocene,,18,,916,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5562004,71350,,Globoquadrina,,venezuelana,,,Lower N19,,1,,1470,"1968,O380",RV Spencer F. Baird,CAP 38 BP,02/02/53,18529,,,3400,1859,,,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562005,71351,,Globoquadrina,,venezuelana,,(Hedberg),Zone N19,,6,,1272,"1968,O381",RV Spencer F. Baird,CAP 38 BP,02/02/53,18530,,,3400,1859,,,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562006,71352,,Globoquadrina,,venezuelana,,,N21,,11,,1594,"1968,O378",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562007,71353,,Globoquadrina,,venezuelana,,,N19 top ,,11,,1573,"1968,O379",RV Spencer F. Baird,CAP 38 BP,02/02/53,18528,,,3400,1859,,,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5562008,71354,,Globoquadrina,,"altispira, hexagona,inflata, hirsuta",,,Pleistocene Gunz,,8,Sample depth: 555-558?,826,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,,3795,2075,,,55,58,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5562009,71355,,various,,,,,Pliocene,,44,,846,"1965,O40",RV Vema,V 16-21,09/11/59,17371,,,3795,2075,,,405,408,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5562010,71356,,Globoquadrina,,altispira,,alt. (?),Pliocene,,40,,917,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5562011,71357,,Globoquadrina,,altispira cf. globosa,,,Pliocene,,5,,918,"1965,O39",RV Vema,V 15-164,03/05/59,17359,,,3380,1848,,,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5562012,71358,,Globoquadrina,,altispira,,,,,25,,1016,"1965,O208",RV Argo,A 185-7,,17163,,,2470,1351,,,421,422,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5562013,71359,,Globoquadrina,,altispira,,,U. Miocene,,17,,1120,"1966,O57",J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,18031,,,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
