IRN,BM no.: (Registration)/BM Number: (BM Number),Quantity: (Sample Information),Object
11881,"BM.1980,O92",,"BM.1980,O92, 44, HMS Hydra, 04/06/1980, 55 23  N; 8 16 22 W; Northeast Atlantic Ocean, underway sampler"
35864,,"1 b, 1 t","19, HMCS Iris, 10/01/1912, 36 59 5 S; 169 48  E; Southwest Pacific Ocean, Sounding"
35865,,"1 b, 1 t","20, HMCS Iris, 10/01/1912, 36 49 5 S; 169 29  E; Southwest Pacific Ocean, Sounding"
35866,,"1 b, 1 t","21, HMCS Iris, 10/01/1912, 36 59 5 S; 169 10  E; Southwest Pacific Ocean, Sounding"
35867,,"1 b, 1 t","22, HMCS Iris, 10/01/1912, 36 49 5 S; 168 51  E; Southwest Pacific Ocean, Sounding"
35868,,"1 b, 1 t","23, HMCS Iris, 10/01/1912, 36 59 5 S; 168 32  E; Southwest Pacific Ocean, Sounding"
35869,,"1 b, 1 t","25, HMCS Iris, 10/01/1912, 36 44 5 S; 168 2  E; Southwest Pacific Ocean, Sounding"
35870,,"1 b, 1 t","26, HMCS Iris, 10/01/1912, 36 54 5 S; 167 43  E; Southwest Pacific Ocean, Sounding"
35871,,"1 b, 1 t","27, HMCS Iris, 10/01/1912, 36 44 5 S; 167 24  E; Southwest Pacific Ocean, Sounding"
35872,,"1 b, 1 t","28, HMCS Iris, 10/01/1912, 36 54 5 S; 167 5  E; Southwest Pacific Ocean, Sounding"
35873,,"1 b, 1 t","29, HMCS Iris, 11/01/1912, 36 44 5 S; 166 46  E; Southwest Pacific Ocean, Sounding"
35874,,"1 b, 1 t","30, HMCS Iris, 11/01/1912, 36 54 5 S; 166 27  E; Southwest Pacific Ocean, Sounding"
35875,,"1 b, 1 t","31, HMCS Iris, 11/01/1912, 36 44 5 S; 166 8  E; Southwest Pacific Ocean, Sounding"
35876,,"1 b, 1 t","32, HMCS Iris, 11/01/1912, 36 53  S; 165 49  E; Southwest Pacific Ocean, Sounding"
35877,,"1 b, 1 t","33, HMCS Iris, 11/01/1912, 36 38  S; 164 34 6 E; Southwest Pacific Ocean, Sounding"
35878,,"1 b, 1 t","34, HMCS Iris, 11/01/1912, 36 44  S; 165 13  E; Southwest Pacific Ocean, Sounding"
35879,,"1 b, 1 t","35, HMCS Iris, 11/01/1912, 36 29  S; 164 58  E; Southwest Pacific Ocean, Sounding"
35880,,"1 b, 1 t","36, HMCS Iris, 11/01/1912, 36 33  S; 164 48  E; Southwest Pacific Ocean, Sounding"
35881,,"1 b, 1 t","37, HMCS Iris, 11/01/1912, 36 36 5 S; 164 38  E; Southwest Pacific Ocean, Sounding"
35882,,"1 b, 1 t","38, HMCS Iris, 11/01/1912, 36 21 9 S; 164 22 8 E; Southwest Pacific Ocean, Sounding"
35883,,"1 b, 1 t","39, HMCS Iris, 11/01/1912, 36 26 7 S; 163 55  E; Southwest Pacific Ocean, Sounding"
35884,,"1 b, 1 t","42, HMCS Iris, 13/01/1912, 36 14 4 S; 162 53 6 E; Southwest Pacific Ocean, Sounding"
35885,,"1 b, 1 t","43, HMCS Iris, 13/01/1912, 36 11 8 S; 163 11 8 E; Southwest Pacific Ocean, Sounding"
35886,,"1 b, 1 t","44, HMCS Iris, 13/01/1912, 36 10 4 S; 163 23 8 E; Southwest Pacific Ocean, Sounding"
35887,,"1 b, 1 t","47, HMCS Iris, 13/01/1912, 35 44 4 S; 161 44  E; Southwest Pacific Ocean, Sounding"
35888,,"1 b, 1 t","48, HMCS Iris, 14/01/1912, 35 49 2 S; 161 16  E; Southwest Pacific Ocean, Sounding"
35889,,"1 b, 1 t","49, HMCS Iris, 14/01/1912, 35 38  S; 160 58 5 E; Southwest Pacific Ocean, Sounding"
35890,,"1 b, 1 t","50, HMCS Iris, 14/01/1912, 35 40  S; 160 20  E; Southwest Pacific Ocean, Sounding"
35891,,"1 b, 1 t","52, HMCS Iris, 14/01/1912, 35 23  S; 159 35  E; Southwest Pacific Ocean, Sounding"
35892,,"1 b, 1 t","54, HMCS Iris, 15/01/1912, 35 17 9 S; 158 21  E; Southwest Pacific Ocean, Sounding"
35893,,"1 b, 1 t","56, HMCS Iris, 15/01/1912, 34 57  S; 157 14  E; Southwest Pacific Ocean, Sounding"
35894,,"1 b, 1 t","57, HMCS Iris, 15/01/1912, 34 40  S; 156 48  E; Southwest Pacific Ocean, Sounding"
35895,,"1 b, 1 t","58, HMCS Iris, 16/01/1912, 34 41  S; 156 12 7 E; Southwest Pacific Ocean, Sounding"
35896,,"1 b, 1 t","61, HMCS Iris, 19/01/1912, 34 31  S; 155   E; Southwest Pacific Ocean, Sounding"
35897,,"1 b, 1 t","67, HMCS Iris, 20/01/1912, 33 57  S; 151 35  E; Southwest Pacific Ocean, Sounding"
35898,,"1 b, 1 t","68, HMCS Iris, 20/01/1912, 33 58 5 S; 151 42  E; Southwest Pacific Ocean, Sounding"
35899,,"1 b, 1 t","70, HMCS Iris, 20/01/1912, 33 54  S; 151 45  E; Southwest Pacific Ocean, Sounding"
35900,,"1 b, 1 t","71, HMCS Iris, 20/01/1912, 33 58  S; 151 49 5 E; Southwest Pacific Ocean, Sounding"
35901,,"1 b, 1 t","72, HMCS Iris, 20/01/1912, 34 2  S; 151 53  E; Southwest Pacific Ocean, Sounding"
35902,,"1 b, 1 t","73, HMCS Iris, 20/01/1912, 33 59  S; 151 58  E; Southwest Pacific Ocean, Sounding"
35903,,"1 b, 1 t","74, HMCS Iris, 20/01/1912, 33 55 5 S; 152 2 7 E; Southwest Pacific Ocean, Sounding"
35904,,"1 b, 1 t","75, HMCS Iris, 20/01/1912, 34   S; 152 6  E; Southwest Pacific Ocean, Sounding"
35905,,"1 b, 1 t","76, HMCS Iris, 20/01/1912, 34 3 7 S; 152 8 7 E; Southwest Pacific Ocean, Sounding"
35906,,"1 b, 1 t","77, HMCS Iris, 20/01/1912, 34 1  S; 152 13 8 E; Southwest Pacific Ocean, Sounding"
35907,,"1 b, 1 t","79, HMCS Iris, 21/01/1912, 34 1 7 S; 152 20 2 E; Southwest Pacific Ocean, Soundings"
35908,,"1 b, 1 t","83, HMCS Iris, 21/01/1912, 34 7  S; 152 24  E; Southwest Pacific Ocean, Sounding"
35909,,"1 bottle, 1 tube","83, HM Cable Ship Iris, 21/01/1912, 34   S; 152   E; Southwest Pacific Ocean, sounding"
35910,a,"1 b, 1 t, 1 j","a, SS Jan Mayen, 12/08/1868, 72   N; 18   W; Northeast Atlantic Ocean"
35911,,"2 bottles,one missing","S.S.Jan Mayen, 1868, 78   N; 15   E; Northeast Atlantic Ocean"
35912,M.51,2 t,"M.51, 31, HMS Challenger, 03/04/1873, 31 24  N; 65   W; Western Central Atlantic Ocean"
35913,,1 t,"1, HMS Knight Errant, 27/07/1880, 59 15  N; 6 4  W; Northeast Atlantic Ocean, Sounding"
35914,,1 t,"2, HMS Knight Errant, 27/07/1880, 59 21  N; 6 19  W; Northeast Atlantic Ocean, Sounding"
35915,,2 t,"5, HMS Knight Errant, 27/07/1880, 59 44  N; 6 55  W; Northeast Atlantic Ocean"
35916,,1 bž1 t,"7, HMS Knight Errant, 27/07/1880, 59 58  N; 7 22  W; Northeast Atlantic Ocean, Sounding"
35917,,1 t,"9, HMS Knight Errant, 28/07/1880, 60 3  N; 7 52  W; Northeast Atlantic Ocean, Sounding"
35918,,1 t,"10, HMS Knight Errant, 28/07/1880, 60 11  N; 7 58  W; Northeast Atlantic Ocean, Sounding"
35919,,1 t,"11, HMS Knight Errant, 28/07/1880, 60 19  N; 8 15  W; Northeast Atlantic Ocean, Sounding"
35920,,1 t,"12, HMS Knight Errant, 28/07/1882, 60 25  N; 8 28  W; Northeast Atlantic Ocean, Sounding"
35921,,1 tž2 boxes,"13, HMS Knight Errant, 28/07/1880, 60 31  N; 8 37  W; Northeast Atlantic Ocean, Sounding"
35922,,4 tž1 large box,"18 (2?), HMS Knight Errant, 29/07/1880, 60 26  N; 8 17  W; Northeast Atlantic Ocean, Sounding"
35923,,1 t,"19, HMS Knight Errant, 29/07/1880, 60 21  N; 8 3  W; Northeast Atlantic Ocean, Sounding"
35924,,1 bottle,"HMS Knight Errant, 03/08/1880, 58 57  N; 6 20  W; Northeast Atlantic Ocean"
35925,,1 b,"1, HMS Knight Errant, 03/08/1880, 58 30  N; 6 17  W; Northeast Atlantic Ocean, Sounding"
35926,,1 b,"2, HMS Knight Errant, 03/08/1880, 58 30  N; 6 17  W; Northeast Atlantic Ocean, Sounding"
35927,,2 tž1large box,"3, HMS Knight Errant, 03/08/1880, 59 12  N; 5 57  W; Northeast Atlantic Ocean, Sounding"
35928,,1 tube,"4 (?), HMS Knight Errant, 03/08/1880, 58 42  N; 6 15  W; Northeast Atlantic Ocean"
35929,,1 bž2 t,"Dredging 20, 4, HMS Knight Errant, 10/08/1880, 59 33  N; 7 14  W; Northeast Atlantic Ocean, Sounding"
35930,,1 bottle,"6, HMS Knight Errant, 11/08/1880, 59 37  N; 7 19  W; Northeast Atlantic Ocean"
35931,,1 tube,"7, HMS Knight Errant, 11/08/1880, 59 37  N; 7 19  W; Northeast Atlantic Ocean, dredge"
35932,,5 t,"8, HMS Knight Errant, 17/08/1880, 60 3  N; 5 51  W; Northeast Atlantic Ocean, Sounding"
35933,,1 t,"22, HMS Knight Errant, 04/08/1880, 59 26  N; 6 10  W; Northeast Atlantic Ocean, Sounding"
35934,,1 t,"24, HMS Knight Errant, 04/08/1880, 59 41  N; 6 28  W; Northeast Atlantic Ocean, Sounding"
35935,,1 t,"25, HMS Knight Errant, 04/08/1880, 59 49  N; 6 37  W; Northeast Atlantic Ocean, Sounding"
35936,,1 t,"27, HMS Knight Errant, 04/08/1880, 59 59  N; 6 47  W; Northeast Atlantic Ocean, Sounding"
35937,,1 t,"28, HMS Knight Errant, 04/08/1880, 60 2  N; 7 4  W; Northeast Atlantic Ocean, Sounding"
35938,,1 t,"29, HMS Knight Errant, 04/08/1880, 60 8  N; 7 25  W; Northeast Atlantic Ocean, Sounding"
35939,,1 bž3 t,"No.5, sounding 31, HMS Knight Errant, 11/08/1880, 59 26  N; 7 19  W; Northeast Atlantic Ocean, Sounding and from net trawl"
35940,,2 bž1 jž7 slds,"2, HMS Knight Errant, 29/07/1880, 60 29  N; 8 19  W; Northeast Atlantic Ocean"
35941,,"1 jar,2 bottles,7 slides","5, HMS Knight Errant, 11/08/1880, 59 26  N; 7 19  W; Northeast Atlantic Ocean"
35942,,6 bž3 jž14 slds,"7, HMS Knight Errant, 59 37  N; 7 19  W; Northeast Atlantic Ocean"
35943,,6 bž1 jž6 slds,"8, HMS Knight Errant, 17/08/1880, 60 3  N; 5 51  W; Northeast Atlantic Ocean, Sounding"
35944,,4 tubes,"HMS Knight Errant, 03/08/1880, 58 57  N; 6 20  W; Northeast Atlantic Ocean"
35945,,"1 bottle,1 tube","17, HMS Knight Errant, 28/07/1880, 60 29  N; 8 19  W; Northeast Atlantic Ocean"
35946,,3 tubes,"HMS Knight Errant, 09/08/1880, 58 31  N; 6 13  W; Northeast Atlantic Ocean"
35947,,1 tube,"HMS Knight Errant, 12/08/1880, 58 45  N; 6 30  W; Northeast Atlantic Ocean"
35948,,"4 tubes,","HMS Knight Errant, 16/08/1880, 58 55  N; 5 58  W; Northeast Atlantic Ocean"
35949,,3 tubes,"HMS Knight Errant, 17/08/1880, 59 15  N; 5 57  W; Northeast Atlantic Ocean"
35950,,13 tubes,"HMS Knight Errant, 18/08/1880, 59 5  N; 5 35  W; Northeast Atlantic Ocean"
35951,,1 slide,"HMS Knight Errant, 04/08/1880, 59 10  N; 6 0  W; Northeast Atlantic Ocean"
35952,,1 bottle,"HMS Knight Errant, 17/08/1880, 59 15  N; 5 57  W; Northeast Atlantic Ocean"
35953,,1 pill box,"HMS Knight Errant, 03/08/1880, 58 57  N; 6 20  W; Northeast Atlantic Ocean"
35954,,1 b,"Section(a)1, SS Minia, 1903, 53 13  N; 35 44  W; Northeast Atlantic Ocean, Sounding"
35955,,1 t,"Sounding 124(2), SS Minia, 1903, 53 15  N; 35 44  W; Northeast Atlantic Ocean, Sounding"
35956,,1 b,"Sounding 98(3), SS Minia, 1903, 53 14  N; 35 29  W; Northeast Atlantic Ocean, Sounding"
35957,,1 b,"Section(b)4, SS Minia, 1903, 53 9  N; 35 42  W; Northeast Atlantic Ocean"
35958,,1 bž1 t,"Sounding 115(5), SS Minia, 1903, 53 13  N; 35 36  W; Northeast Atlantic Ocean, Sounding"
35959,,1 b,"Section (c)6, SS Minia, 1903, 53 20  N; 34 40  W; Northeast Atlantic Ocean, Sounding"
35960,,1 b,"7, SS Minia, 1903, 53 17  N; 34 42  W; Northeast Atlantic Ocean, Sounding"
35961,,1 b,"8, SS Minia, 1903, 53 14  N; 35 19  W; Northeast Atlantic Ocean, Sounding"
35962,,1 bž1 t,"Sounding 75(9), SS Minia, 1903, 53 10  N; 35 21  W; Northeast Atlantic Ocean, Souding"
35963,,1 bž1 t,"Sounding 94(10), SS Minia, 1903, 53 7  N; 35 29  W; Northeast Atlantic Ocean, Sounding"
35964,,1 t,"Sounding 53(11), SS Minia, 1903, 53 14  N; 35 11  W; Northeast Atlantic Ocean, Sounding"
35965,,1 t,"Sounding 50(12), SS Minia, 1903, 53 8  N; 35 11  W; Northeast Atlantic Ocean, Sounding"
35966,,1 b,"13, SS Minia, 1903, 53 12  N; 34 58  W; Northeast Atlantic Ocean, Sounding"
35967,,1 bž1 t,"14, SS Minia, 1903, 53 12  N; 34 45  W; Northeast Atlantic Ocean, Sounding"
35968,,1 bž1 t,"1, HMS Mutine, 02/11/1907, 34 21 15 N; 8 19 45 W; Eastern Central Atlantic Ocean, Soundings"
35969,,1 bž1 t,"Sounding No.5, HMS Mutine, 08/11/1907, 23 11 45 N; 17 19 30 W; Eastern Central Atlantic Ocean, Sounding"
35970,,1bž1t,"Sounding No.6, HMS Mutine, 13/11/1907, 18 59 47 N; 18 18 12 W; Eastern Central Atlantic Ocean, Sounding"
35971,,1 b,"Sounding No.2, HMS Mutine, 19/01/1908, 4 34  S; 13 9  W; Eastern Central Atlantic Ocean, Sounding"
35972,,1bž1t,"Sounding No.5, HMS Mutine, 08/03/1908, 5 55 49 N; 13 43  W; Eastern Central Atlantic Ocean, Sounding"
35973,,1bž1t,"Sounding No.6, HMS Mutine, 10/06/1908, 18 58 10 N; 18 16 20 W; Eastern Central Atlantic Ocean, Sounding"
35974,,1bž1t,"Sounding No 7, HMS Mutine, 10/06/1908, 18 57 40 N; 18 14  W; Eastern Central Atlantic Ocean, Sounding"
35975,,1bž1t,"Sounding No.8, HMS Mutine, 10/06/1908, 19 1  N; 18 15  W; Eastern Central Atlantic Ocean, Sounding"
35976,,1 bž1 t,"Sounding No.10, HMS Mutine, 11/06/1908, 21 34 22 N; 17 51  W; Eastern Central Atlantic Ocean, Sounding"
35977,,1 bž1 t,"Sounding No.11, HMS Mutine, 11/06/1908, 22 17 28 N; 17 37 50 W; Eastern Central Atlantic Ocean, Sounding"
35978,,1 bž1 t,"Sounding No.13, HMS Mutine, 13/06/1908, 24 22 27 N; 16 58 20 W; Eastern Central Atlantic Ocean, Sounding"
35979,,1 bž1 t,"Sounding No.16, HMS Mutine, 12/06/1908, 25 16 57 N; 16 9 57 W; Eastern Central Atlantic Ocean, Sounding"
35980,,1 bž1 t,"Sounding No.19, HMS Mutine, 17/06/1908, 29 54 13 N; 13 21  W; Eastern Central Atlantic Ocean, Sounding"
35981,,,"2, SS Nassau, 15/07/1870, 4 55 36 N; 81 31 13 E; Eastern Indian Ocean, Sounding"
35982,,,"3, SS Nassau, 16/07/1870, 3 23 40 N; 84 44  E; Eastern Indian Ocean, Sounding"
35983,,,"5, SS Nassau, 18/07/1870, 1 38 4 N; 87 53 30 E; Eastern Indian Ocean, Sounding"
35984,,,"6, SS Nassau, 19/07/1870, 0 36 15 N; 89 26 12 E; Eastern Indian Ocean, Sounding"
35985,,,"7, SS Nassau, 20/07/1870, 0 52 45 S; 90 51  E; Eastern Indian Ocean, Sounding"
35986,,,"8, SS Nassau, 21/07/1870, 2 6 36 N; 92 25 13 E; Eastern Indian Ocean, Sounding"
35987,,,"9, SS Nassau, 23/07/1870, 3   S; 94 10  E; Eastern Indian Ocean, Sounding"
35988,,,"10, SS Nassau, 23/07/1870, 3 18 26 S; 95 39 20 E; Eastern Indian Ocean, Sounding"
35989,,,"12, SS Nassau, 25/07/1870, 4 55 52 S; 98 43 30 E; Eastern Indian Ocean, Sounding"
35990,,Washings,"13, SS Nassau, 26/07/1970, 5 37 44 S; 100 36 57 E; Eastern Indian Ocean, Sounding"
35991,,small amount,"16, S.S.Nassau, 27/07/1870, 6 20  N; 103 30 40 E; Western Central Pacific Ocean, sounding"
35992,,small amount,"17, SS Nassau, 6 23 0 N; 104 2 24 E; Western Central Pacific Ocean, sounding"
35993,,1 b,"2, HMS Rambler, 16/04/1888, 10 23 36 N; 114 27 33 E; Western Central Pacific Ocean"
35994,,1 b,"24, HMS Rambler, 18/04/1888, 10 12 30 N; 114 21 15 E; Western Central Pacific Ocean"
35995,,1 b,"31, HMS Rambler, 19/04/1888, 10 11 35 N; 114 14 46 E; Western Central Pacific Ocean"
35996,,1 b,"Sec D no. 32, HMS Rambler, 19/04/1888, 10 11 35 N; 114 14 45 E; Western Central Pacific Ocean"
35997,,1 b,"Sec D n. 34, HMS Rambler, 19/04/1888, 10 11 35 N; 114 14 49 E; Western Central Pacific Ocean"
35998,,Small amount,"HMIMS Investigator, 28/04/1889, 7 25  N; 88 16  E; Eastern Indian Ocean, Sounding"
35999,,2 b,"39, HMS Rambler, 19/04/1888, 10 16 45 N; 114 21 25 E; Western Central Pacific Ocean"
36000,,2 b,"56, HMS Rambler, 20/04/1888, 10 22 2 N; 114 23 13 E; Western Central Pacific Ocean"
36001,M.52,2 t,"M.52, 32, HMS Challenger, 03/04/1873, 31 49  N; 64 55  W; Eastern Central Atlantic Ocean"
36002,,,"SS Nassau, 03/07/1876, 6 27  N; 98 51  E; Eastern Indian Ocean, Sounding"
36003,,Small amount,"SS Nassau, 03/07/1876, 6 45  N; 98 51  E; Eastern Indian Ocean, Sounding"
36004,,,"SS Nassau, 04/07/1876, 7 12  N; 97 19  E; Eastern Indian Ocean, Sounding"
36005,,,"SS Nassau, 04/07/1876, 8 3  N; 97 1  E; Eastern Indian Ocean, Sounding"
36006,,,"SS Nassau, 06/07/1876, 11 22  N; 96 5  E; Eastern Indian Ocean, Sounding"
36007,,,"SS Nassau, 06/07/1876, 12 25  N; 96 13  E; Eastern Indian Ocean, Sounding"
36008,,,"SS Nassau, 07/07/1876, 14 55  N; 95 56  E; Eastern Indian Ocean, Sounding"
36009,,"1 b, 1 t","HMS Myrmidon, 04/11/1887, 14 5  S; 146 53  E; Western Central Pacific Ocean, Sounding"
36010,,"1 b, 1 t","HMS Myrmidon, 08/11/1887, 14 10  S; 146 26  E; Western Central Pacific Ocean, Sounding"
36011,,"1 b, 1 t","HMS Myridon, 1887, 14 52  S; 147 35  E; Western Central Pacific Ocean, Sounding"
36012,,"1 b, 1 t","HMS Myrmidon, 1887, 14 59  S; 147 31  E; Western Central Pacific Ocean, Sounding"
36013,,"1 b, 2 t","HMS Myrmidon, 1887, 15 2  S; 151 14  E; Western Central Pacific Ocean, Sounding"
36014,,"1 b, 1 t","HMS Myrmidon, 1887, 15 11  S; 146 40  E; Western Central Pacific Ocean, Sounding"
36015,,"1 b, 1 t","HMS Myrmidon, 1887, 15 20  S; 149 47  E; Western Central Pacific Ocean, Sounding"
36016,,"1 b, 1 t","HMS Myrmidon, 1887, 15 27  S; 148 15  E; Western Central Pacific Ocean, Sounding"
36017,,"1 b, 1 t","HMS Myrmidon, 1887, 15 37  S; 151 4  E; Western Central Pacific Ocean, Sounding"
36018,,"1 b, 1 t","HMS Myrmidon, 1887, 15 40  S; 146 56  E; Western Central Pacific Ocean, Sounding"
36019,,"1 b, 1 t","HMS Myrmidon, 1887, 17   S; 148 6  E; Western Central Pacific Ocean, Sounding"
36020,M.5225,1 box,"M.5225, RMS Ophir, 30/07/1903, 74 18 12 N; 18 58 24 E; Northeast Atlantic Ocean; Bear Island"
36021,M.5226,1 box,"M.5226, RMS Ophir, 30/07/1903, 74 16 47 N; 19 5 25 E; Northeast Atlantic Ocean"
36022,M.5227,1 box,"M.5227, RMS Ophir, 30/07/1903, 74 15 16 N; 18 55 55 E; Northeast Atlantic Ocean"
36023,M.5228,1 box,"M.5228, RMS Ophir, 30/07/1903, 74 19 38 N; 18 58 28 E; Northeast Atlantic Ocean"
36024,M.5229,1 box,"M.5229, RMS Ophir, 30/07/1903, 74 12 35 N; 18 58 22 E; Northeast Atlantic Ocean"
36025,M.5230,1 box,"M.5230, RMS Ophir, 30/07/1903, 74 13 45 N; 18 59 18 E; Northeast Atlantic Ocean"
36026,M.5230x,"1 b, 1 t","M.5230x, 13, HMS Penguin, 20/11/1891, 1 13 40 S; 126 58 7 E; Western Central Pacific Ocean, Sounding"
36027,M.5231,1 box,"M.5231, RMS Ophir, 30/07/1903, 74 14 55 N; 19 0 10 E; Northeast Atlantic Ocean"
36028,M.5231x,"1 b, 1 t","M.5231x, 14, HMS Penguin, 20/11/1891, 1 17  S; 126 57 15 E; Western Central Pacific Ocean, Sounding"
36029,M.5232,1 box,"M.5232, RMS Ophir, 30/07/1903, 74 17 45 N; 18 55 35 E; Northeast Atlantic Ocean"
36030,M.5232x,"1 b, 1 t","M.5232x, 15, HMS Penguin, 20/11/1891, 1 4  S; 127 1 18 E; Western Central Pacific Ocean, Sounding"
36031,M.5233,1 box,"M.5233, RMS Ophir, 30/07/1903, 74 20 45 N; 18 57 53 E; Northeast Atlantic Ocean"
36032,M.5233x,"1 b, 1 t","M.5233x, 16, HMS Penguin, 20/11/1891, 0 56 30 S; 126 57 12 E; Western Central Pacific Ocean, Sounding"
36033,M.5234,1 box,"M.5234, RMS Ophir, 30/07/1903, 74 21 35 N; 18 57 27 E; Northeast Atlantic Ocean"
36034,M.5234x,"1 b, 1 t","M.5234x, 17, HMS Penguin, 20/11/1891, 0 38 5 S; 126 46 50 E; Western Central Pacific Ocean, Sounding"
36035,M.5235,1 box,"M.5235, RMS Ophir, 30/07/1903, 74 23 24 N; 18 56 54 E; Northeast Atlantic Ocean"
36036,M.5235x,"1 b, 1 t","M.5235x, 18, HMS Rambler, 21/11/1891, 0 19 40 S; 126 36  E; Western Central Pacific Ocean, Sounding"
36037,M.5236,1 box,"M.5236, RMS Ophir, 30/07/1903, 74 29 8 N; 18 54 40 E; Northeast Atlantic Ocean"
36038,M.5236x,2 t,"M.5236x, 20, HMS Penguin, 21/11/1891, 0 20  N; 126 41 54 E; Western Central Pacific Ocean, Sounding"
36039,,1 t,"23, HMS Penguin, 22/11/1891, 0 41 30 N; 127 12 10 E; Western Central Pacific Ocean, Sounding"
36040,,1 t,"27, HMS Penguin, 25/11/1891, 1 31 15 N; 126 54 4 E; Western Central Pacific Ocean, Sounding"
36041,,2 b,"3, HMS Penguin, 15/04/19891, 30 34 2 S; 112 58 2 E; Eastern Indian Ocean, Sounding"
36042,,"1 b, 1 t","28, HMS Penguin, 25/11/1891, 1 44 15 N; 126 45 40 E; Western Central Pacific Ocean, Sounding"
36043,,1 b,"5, HMS Penguin, 16/04/1891, 28 0 5 S; 112 27 5 E; Eastern Indian Ocean, Sounding"
36044,,"1 b, 1 t","29, HMS Penguin, 26/11/1891, 2 17 55 N; 126 18 50 E; Western Central Pacific Ocean, Sounding"
36045,,1 b,"7, HMS Penguin, 16/04/1891, 27 28 5 S; 112 3 5 E; Eastern Indian Ocean, Sounding"
36046,,"1 b, 1 t","30, HMS Penguin, 26/11/1891, 2 32  N; 126 7 32 E; Western Central Pacific Ocean, Sounding"
36047,M.5243,1 b,"M.5243, 4, HMS Penguin, 15/04/1891, 29 29 5 S; 112 46 0 E; Eastern Indian Ocean, Sounding"
36048,,1 t,"31, HMS Penguin, 26/11/1891, 2 39 55 N; 125 53 40 E; Western Central Pacific Ocean, Sounding"
36049,,1 b,"6, HMS Penguin, 16/04/1891, 27 41 2 S; 112 20 8 E; Eastern Indian Ocean, Sounding"
36050,,2 t,"34, HMS Penguin, 27/11/1891, 3 43 48 N; 124 53 45 E; Western Central Pacific Ocean, Sounding"
36051,,1 b,"8, HMS Penguin, 16/04/1891, 27 10 5 S; 111 43  E; Eastern Indian Ocean, Sounding"
36052,,"2 b, 1 t","35, HMS Penguin, 27/11/1891, 4 57 7 N; 123 54 52 E; Western Central Pacific Ocean, Sounding"
36053,,1 b,"9, HMS Penguin, 16/04/1891, 26 56 2 S; 111 10 9 E; Eastern Indian Ocean, Sounding"
36054,,"1 b, 1 t","36, HMS Penguin, 27/11/1891, 5 55 40 N; 123 6 15 E; Western Central Pacific Ocean, Sounding"
36055,,1 b,"11, HMS Penguin, 17/04/1891, 25 23 5 S; 110 23 7 E; Eastern Indian Ocean, Sounding"
36056,,"1 b, 1 t","37, HMS Penguin, 27/11/1891, 6 26 10 N; 122 41 9 E; Western Central Pacific Ocean, Sounding"
36057,,1 b,"12, HMS Penguin, 17/04/1891, 24 53 5 S; 110 23 5 E; Eastern Indian Ocean, Sounding"
36058,,"1 b, 1 t","38, HMS Penguin, 27/11/1891, 6 32 5 N; 122 36 17 E; Western Central Pacific Ocean, Sounding"
36059,,1 b,"15, HMS Penguin, 18/04/1891, 22 46 5 S; 110 24 3 E; Eastern Indian Ocean, Sounding"
36060,,"1 b, 1 t","38, HMS Penguin, 28/11/1891, 6 32 5 N; 122 36 17 E; Western Central Pacific Ocean, Sounding"
36061,,"1 b, 1 t","1, HMS Penguin, 18/11/1891, 3 38 30 S; 127 34 50 E; Western Central Pacific Ocean, Sounding"
36062,,"1 b, 1 t","39, HMS Penguin, 28/11/1891, 6 38 3 N; 122 31 20 E; Western Central Pacific Ocean, Sounding"
36063,,"1 b, 1 t","3, HMS Penguin, 18/11/1891, 2 56 32 S; 127 16 32 E; Western Central Pacific Ocean, Sounding"
36064,,"1 b, 1 t","41, HMS Penguin, 02/12/1891, 7 31  N; 121 40  E; Western Central Pacific Ocean, Sounding"
36065,,"1 b, 1 t","5, HMS Penguin, 19/11/1891, 1 43  S; 126 49 34 E; Western Central Pacific Ocean, Sounding"
36066,,"1 b, 1 t","42, HMS Penguin, 02/12/1891, 9 2 36 N; 121 53 50 E; Western Central Pacific Ocean, Sounding"
36067,,1 b,"6, HMS Penguin, 19/11/1891, 1 32 15 S; 126 49 21 E; Western Central Pacific Ocean, Sounding"
36068,,"1 b, 1 t","43, HMS Penguin, 03/12/1891, 9 30 22 N; 121 58 24 E; Western Central Pacific Ocean, Sounding"
36069,,"1 b, 1 t","7, HMS Penguin, 19/11/1891, 1 19 47 S; 126 51 15 E; Western Central Pacific Ocean, Sounding"
36070,,"1 b, 1 t","44, HMS Penguin, 03/12/1891, 10 1 2 N; 121 46 35 E; Western Central Pacific Ocean, Sounding"
36071,,"1 b, 1 t","8, HMS Penguin, 19/11/1891, 1 12  S; 126 52 55 E; Western Central Pacific Ocean, Sounding"
36072,,"1 b, 1 t","45, HMS Penguin, 03/12/1891, 10 18 28 N; 121 38 18 E; Western Central Pacific Ocean, Sounding"
36073,,"1 b, 1 t","9, HMS Penguin, 19/11/1891, 1 9 50 S; 126 50 14 E; Western Central Pacific Ocean, Sounding"
36074,,"1 b, 1 t","46, HMS Penguin, 03/12/1891, 10 37 40 N; 121 40 2 E; Western Central Pacific Ocean, Sounding"
36075,,"1 b, 1 t","10, HMS Penguin, 19/11/1891, 1 9 50 S; 126 55 30 E; Western Central Pacific Ocean, Sounding"
36076,,2 t,"47, HMS Penguin, 03/12/1891, 10 57 25 N; 121 39 55 E; Western Central Pacific Ocean, Sounding"
